algae3500_person_id,algae3501_life_stage,algae3502_life_stage_duration,algae3503_name_inv_addr_days,algae3504_name_oob_days,algae3505_name_poor_addr_days,algae3506_name_missing_exp_days,algae3507_name_good_addr_days,algae3508_nox_rd_inv_addr_days,algae3509_nox_rd_oob_days,algae3510_nox_rd_poor_addr_days,algae3511_nox_rd_missing_exp_days,algae3512_nox_rd_good_addr_days,algae3513_pm10_rd_inv_addr_days,algae3514_pm10_rd_oob_days,algae3515_pm10_rd_poor_addr_days,algae3516_pm10_rd_missing_exp_days,algae3517_pm10_rd_good_addr_days,algae3518_pm10_gr_inv_addr_days,algae3519_pm10_gr_oob_days,algae3520_pm10_gr_poor_addr_days,algae3521_pm10_gr_missing_exp_days,algae3522_pm10_gr_good_addr_days,algae3523_pm10_tot_inv_addr_days,algae3524_pm10_tot_oob_days,algae3525_pm10_tot_poor_addr_days,algae3526_pm10_tot_missing_exp_days,algae3527_pm10_tot_good_addr_days,algae3528_name_sum,algae3529_name_err_sum,algae3530_name_avg,algae3531_name_err_avg,algae3532_name_med,algae3533_name_err_med,algae3534_nox_rd_sum,algae3535_nox_rd_err_sum,algae3536_nox_rd_avg,algae3537_nox_rd_err_avg,algae3538_nox_rd_med,algae3539_nox_rd_err_med,algae3540_pm10_gr_sum,algae3541_pm10_gr_err_sum,algae3542_pm10_gr_avg,algae3543_pm10_gr_err_avg,algae3544_pm10_gr_med,algae3545_pm10_gr_err_med,algae3546_pm10_rd_sum,algae3547_pm10_rd_err_sum,algae3548_pm10_rd_avg,algae3549_pm10_rd_err_avg,algae3550_pm10_rd_med,algae3551_pm10_rd_err_med,algae3552_pm10_tot_sum,algae3553_pm10_tot_err_sum,algae3554_pm10_tot_avg,algae3555_pm10_tot_err_avg,algae3556_pm10_tot_med,algae3557_pm10_tot_err_med
late_many_moves_with_err,YR16,YR16,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,6588,0,18,0,18,0,5856,0,16,0,16,0,6222,0,17,0,17,0,5490,0,15,0,15,0,6954,0,19,0,19,0
late_many_overlaps,YR1,YR1,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_many_overlaps,YR2,YR2,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_many_overlaps,YR3,YR3,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,2405,53,6.58904109589041,0.145205479452055,9,0,1675,53,4.58904109589041,0.145205479452055,7,0,2040,53,5.58904109589041,0.145205479452055,8,0,1310,53,3.58904109589041,0.145205479452055,6,0,2770,53,7.58904109589041,0.145205479452055,10,0
late_many_overlaps,YR4,YR4,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,3294,0,9,0,9,0,2562,0,7,0,7,0,2928,0,8,0,8,0,2196,0,6,0,6,0,3660,0,10,0,10,0
late_many_overlaps,YR5,YR5,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR6,YR6,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR7,YR7,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR8,YR8,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,3294,0,9,0,9,0,2562,0,7,0,7,0,2928,0,8,0,8,0,2196,0,6,0,6,0,3660,0,10,0,10,0
late_many_overlaps,YR9,YR9,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR10,YR10,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR11,YR11,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR12,YR12,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,3294,0,9,0,9,0,2562,0,7,0,7,0,2928,0,8,0,8,0,2196,0,6,0,6,0,3660,0,10,0,10,0
late_many_overlaps,YR13,YR13,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR14,YR14,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR15,YR15,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,3285,0,9,0,9,0,2555,0,7,0,7,0,2920,0,8,0,8,0,2190,0,6,0,6,0,3650,0,10,0,10,0
late_many_overlaps,YR16,YR16,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,3294,0,9,0,9,0,2562,0,7,0,7,0,2928,0,8,0,8,0,2196,0,6,0,6,0,3660,0,10,0,10,0
late_no_moves,YR1,YR1,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR2,YR2,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR3,YR3,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR4,YR4,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,1464,0,4,0,4,0,732,0,2,0,2,0,1098,0,3,0,3,0,366,0,1,0,1,0,1830,0,5,0,5,0
late_no_moves,YR5,YR5,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR6,YR6,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR7,YR7,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR8,YR8,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,1464,0,4,0,4,0,732,0,2,0,2,0,1098,0,3,0,3,0,366,0,1,0,1,0,1830,0,5,0,5,0
late_no_moves,YR9,YR9,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR10,YR10,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR11,YR11,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR12,YR12,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,1464,0,4,0,4,0,732,0,2,0,2,0,1098,0,3,0,3,0,366,0,1,0,1,0,1830,0,5,0,5,0
late_no_moves,YR13,YR13,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR14,YR14,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR15,YR15,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,0,0,0,0,365,1460,0,4,0,4,0,730,0,2,0,2,0,1095,0,3,0,3,0,365,0,1,0,1,0,1825,0,5,0,5,0
late_no_moves,YR16,YR16,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,0,0,0,0,366,1464,0,4,0,4,0,732,0,2,0,2,0,1098,0,3,0,3,0,366,0,1,0,1,0,1830,0,5,0,5,0
